,eukulele_taxonomy,mmseqs_taxonomy,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_IOS1_E034,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,15449477,3586,5983568,781880,0,49.07,4378,1238,7689,3746,48.72,1113,1387,18.04,1929,34.9,1.18,36.84,0.0,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E035,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,8118284,2079,2172382,168297,0,67.1,3850,761,5294,3084,58.25,1306,1505,28.43,2062,41.96,0.39,45.73,1.28,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Mamiellaceae_Micromonas,IO,SRF,0.8-5
TOPAZ_IOS1_E036,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Goniomonadaceae;-,24649110,5452,10875731,1866271,0,50.09,4687,1814,10707,5623,52.52,1619,2161,20.18,2449,55.69,1.96,55.26,0.0,Eukaryota_Apicomplexa,IO,SRF,0.8-5
TOPAZ_IOS1_E037,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,6724737,1513,2977583,612879,0,46.79,4585,493,3517,1590,45.21,530,600,17.06,1184,18.43,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E038,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,8094077,2266,1303362,56697,0,51.53,3532,879,4523,2390,52.84,785,935,20.67,1527,25.88,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E039,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,12063028,2894,4254523,810531,0,55.84,4194,986,5943,2342,39.41,536,655,11.02,1288,20.39,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E040,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,9015461,2492,1670937,70053,0,68.05,3533,959,5925,3180,53.67,1295,1517,25.6,2015,41.96,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E041,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Cylindrotheca closterium,24035760,2543,20906675,14664468,590903,45.68,12581,577,12464,7006,56.21,2392,3251,26.08,3114,81.96,0.39,90.2,3.92,Eukaryota_Bacillariophyta,IO,SRF,0.8-5
TOPAZ_IOS1_E042,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Chromulinaceae;-,18628559,3157,12422367,5143283,0,45.81,6648,876,10913,5823,53.36,2157,2720,24.92,2925,75.29,0.78,76.92,2.56,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E043,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,63206019,11888,37766568,12008389,0,62.26,5830,3538,29346,13036,44.42,2493,4237,14.44,3556,67.84,1.57,70.83,14.58,Eukaryota_Fungi_Microsporidia,IO,SRF,0.8-5
TOPAZ_IOS1_E044,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;Chlorophyceae;-;Chlamydomonadales;Chlamydomonadaceae;-,6043573,1654,1107271,259093,64793,66.29,3500,621,3214,1635,50.87,685,744,23.15,1255,26.27,0.0,26.07,0.43,Eukaryota_Viridiplantae_Chlorophyta,IO,SRF,0.8-5
TOPAZ_IOS1_E045,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,47909308,9625,25854601,6855525,0,50.25,5269,3009,19734,9322,47.24,2258,3368,17.07,3260,72.55,2.35,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E046,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,13921104,2118,10234121,5006367,0,60.88,7754,555,7886,5288,67.06,2567,3047,38.64,3165,82.35,0.0,87.72,0.0,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS4_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,49550982,12636,15067012,336832,0,38.53,3974,4609,17877,4699,26.29,1204,1509,8.44,1898,30.59,0.0,23.12,2.35,Eukaryota_Metazoa,IO,SRF,180-2000
TOPAZ_IOS4_E002,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,22101800,4916,9687152,2644480,0,40.83,4570,1554,11426,4655,40.74,1192,1494,13.08,2109,40.78,0.0,33.33,1.85,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E003,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,5155157,1488,771413,64835,0,40.84,3331,582,3607,1072,29.72,185,216,5.99,647,7.06,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5559696,1476,1303149,20721,0,39.89,3732,552,1773,519,29.27,137,157,8.86,373,0.78,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E005,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;Chlorophyceae;-;Chlamydomonadales;Chlamydomonadaceae;-,24584986,1593,22728714,19747530,8068922,65.9,29668,213,8844,5520,62.42,2549,3097,35.02,3063,87.06,0.39,,,,IO,SRF,180-2000
TOPAZ_IOS4_E006,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,27220493,7314,6233517,707362,0,36.77,3624,2707,13680,4378,32.0,833,1058,7.73,1772,25.1,0.39,23.95,1.84,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E007,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,8861933,2505,1344419,115495,0,30.78,3432,977,2869,808,28.16,262,288,10.04,585,6.27,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,59760935,14933,18820517,3696753,0,34.72,3914,5136,18935,6718,35.48,1870,2460,12.99,2730,44.31,0.0,43.86,5.26,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E009,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,2503230,574,1010999,363072,0,35.84,4356,176,984,153,15.55,3,4,0.41,71,0.39,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E010,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,76874338,7609,67484118,49876592,2739551,38.6,14029,1610,21847,8805,40.3,4213,5374,24.6,4253,92.55,1.18,92.33,7.41,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E011,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,15031393,3390,6327619,2300248,0,38.89,4374,1018,6112,2160,35.34,296,404,6.61,929,6.67,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E012,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5335185,1576,662373,32446,0,37.01,3251,631,2551,1208,47.35,558,589,23.09,993,18.04,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E014,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,115299514,31552,24595196,1457027,0,35.63,3550,11843,38990,787,2.02,107,132,0.34,478,3.14,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E015,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,8564660,2319,2081197,242733,0,36.12,3544,843,4365,902,20.66,114,148,3.39,473,2.75,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS3_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,7974775,2362,997157,19801,0,43.2,3256,944,3935,1083,27.52,241,292,7.42,619,3.53,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,13431896,3677,2786770,318244,0,38.46,3531,1382,5687,2246,39.49,543,661,11.62,1140,9.41,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,3823312,996,1016100,138225,0,51.2,3799,361,1662,989,59.51,534,574,34.54,1010,16.86,0.0,12.17,0.0,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,19303621,5496,3178021,207108,0,41.06,3399,2127,6315,2410,38.16,683,799,12.65,1430,17.25,0.0,17.78,0.0,Eukaryota_Apicomplexa,IO,SRF,20-180
TOPAZ_IOS3_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,49709635,11093,21408154,5552503,0,44.76,4500,3528,17407,8681,49.87,2730,3700,21.26,3301,59.61,1.18,55.56,4.76,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,10715765,3352,709661,0,0,39.85,3070,1399,4081,1001,24.53,182,243,5.95,594,5.1,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E007,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,5651603,1701,557510,20859,0,46.26,3197,690,2590,732,28.26,97,130,5.02,396,3.14,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E008,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,2949253,929,135660,0,0,48.62,3086,394,1307,365,27.93,64,70,5.36,254,3.14,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E009,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,6985497,2128,582749,62381,0,38.99,3166,868,3200,919,28.72,168,193,6.03,517,2.35,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E010,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;Chlorophyceae;-;Chlamydomonadales;Chlamydomonadaceae;-,25031089,1118,24031608,22019309,12350108,66.51,48609,132,8839,5633,63.73,2620,3197,36.17,3126,88.63,0.0,98.25,3.51,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E011,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,48941103,11085,20459646,4857521,0,41.06,4446,3575,17812,8362,46.95,2703,3624,20.35,3360,63.53,1.57,,,,IO,SRF,20-180
TOPAZ_IOS3_E012,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,35277364,7777,15583750,4630729,54249,39.2,4592,2409,13754,7137,51.89,2752,3461,25.16,3293,71.76,0.78,65.34,4.23,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E013,Eukaryota;Metazoa;Chordata;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,5541894,1451,1505273,157226,0,39.48,3696,520,2008,645,32.12,79,93,4.63,377,2.75,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E014,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5985788,1600,1361357,143185,0,45.19,3638,598,3038,1770,58.26,847,964,31.73,1450,20.78,0.39,23.06,1.85,Eukaryota_Fungi_Ascomycota,IO,SRF,20-180
TOPAZ_IOS3_E015,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,32598474,8300,9613793,1575098,0,36.93,3847,2928,13392,5223,39.0,1615,2112,15.77,2403,35.69,0.0,34.86,5.1,Eukaryota_Fungi_Ascomycota,IO,SRF,20-180
TOPAZ_IOS3_E016,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,17160565,4683,3727001,427473,0,43.12,3514,1741,7346,2881,39.22,1023,1218,16.58,1716,19.22,0.39,,,,IO,SRF,20-180
TOPAZ_IOS3_E017,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,18110092,5061,3375079,353332,0,41.76,3448,1928,6980,2313,33.14,570,670,9.6,1199,10.2,0.39,12.96,0.53,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E018,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,3833369,1226,198671,13127,0,39.51,3006,519,528,53,10.04,5,12,2.27,28,0.0,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E019,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5057898,1360,1184570,124146,0,48.53,3580,502,2327,1113,47.83,583,649,27.89,1048,20.0,0.0,14.02,0.26,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E020,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,36176498,9326,10489142,2562841,0,33.87,3679,3197,13375,5507,41.17,1932,2434,18.2,2741,53.33,1.57,44.39,3.35,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E021,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,5682647,1533,1221361,133311,54841,35.38,3639,569,2703,630,23.31,159,182,6.73,504,3.53,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E022,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,29557155,8677,4068401,308816,0,35.09,3267,3422,9023,1522,16.87,225,332,3.68,751,3.53,0.0,6.08,0.0,Eukaryota_Metazoa,IO,SRF,20-180
TOPAZ_IOS3_E023,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,18951340,5380,3207008,333989,0,35.08,3375,2065,7227,2509,34.72,782,919,12.72,1460,20.78,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E024,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5855086,1563,1463389,147015,0,36.78,3635,573,2461,796,32.34,244,282,11.46,579,7.06,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E025,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,31260056,8801,5752464,266822,0,35.96,3433,3382,11745,3858,32.85,991,1351,11.5,1735,25.88,0.0,20.35,1.3,Eukaryota_Metazoa,IO,SRF,20-180
TOPAZ_IOS2_E001,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2808040,654,1083999,102256,0,36.65,4454,229,1496,344,22.99,88,105,7.02,292,1.96,0.0,,,,IO,SRF,5-20
TOPAZ_IOS2_E002,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Cylindrotheca closterium,18868071,3249,12610816,4739186,0,45.62,6497,941,10158,5622,55.35,1982,2585,25.45,2754,65.88,0.78,71.79,0.0,Eukaryota_Bacillariophyta,IO,SRF,5-20
TOPAZ_IOS2_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5183841,808,3919340,1349800,0,45.58,7354,255,2115,1106,52.29,398,459,21.7,846,7.84,0.78,,,,IO,SRF,5-20
TOPAZ_IOS2_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,21485136,4302,12095883,2285959,0,40.65,5397,1402,7469,2481,33.22,523,701,9.39,1097,9.02,0.39,,,,IO,SRF,5-20
TOPAZ_IOS2_E005,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,17495936,4361,5656240,727582,0,34.42,3982,1516,7146,1355,18.96,297,367,5.14,911,7.84,0.0,,,,IO,SRF,5-20
TOPAZ_IOS2_E006,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,2934855,444,2134917,1144995,0,48.72,7854,120,1700,1062,62.47,513,576,33.88,933,16.86,1.18,,,,IO,SRF,5-20
TOPAZ_IOS2_E007,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,136623641,28883,67962934,15540522,0,33.59,4983,9145,51629,15558,30.13,2763,5007,9.7,3962,64.71,9.41,66.67,29.17,Eukaryota_Fungi_Microsporidia,IO,SRF,5-20
TOPAZ_IOS2_E008,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,6222425,1639,1621514,146648,0,37.62,3680,594,2424,176,7.26,38,50,2.06,176,0.39,0.0,,,,IO,SRF,5-20
TOPAZ_MSD1_E001,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,6577351,1975,606349,10978,0,58.79,3221,801,3859,1673,43.35,532,622,16.12,1131,19.61,0.78,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E002,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,3643837,1048,519915,48021,0,69.07,3395,411,2265,1338,59.07,576,631,27.86,1111,18.04,0.0,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E003,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,50703571,7403,37578314,20923446,171812,62.0,8377,1827,25021,12318,49.23,2517,4287,17.13,3483,78.82,0.78,77.99,27.25,Eukaryota_Fungi_Microsporidia_Pleistophoridae,MS,DCM,0.8-5
TOPAZ_MSD1_E004,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',11918097,626,11600507,10452421,2044392,60.95,27715,132,7105,4916,69.19,2468,2986,42.03,3008,80.78,0.0,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E005,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,9905243,1875,5718309,1858099,0,52.86,5576,557,3567,1595,44.72,423,522,14.63,1000,12.94,0.0,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E006,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,4971075,1367,852444,10534,0,57.88,3584,531,3616,1692,46.79,630,692,19.14,1314,23.92,0.0,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E007,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,4113303,867,2069657,411966,0,61.1,5018,278,1925,791,41.09,200,237,12.31,638,6.67,0.0,5.13,0.0,Eukaryota,MS,DCM,0.8-5
TOPAZ_MSD1_E008,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,15439349,3687,5430347,893143,0,40.23,4184,1280,6664,3326,49.91,1196,1460,21.91,1995,37.25,0.39,33.72,2.33,Eukaryota_Fungi_Basidiomycota,MS,DCM,0.8-5
TOPAZ_MSD1_E009,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,12018546,1997,8258341,3225277,0,48.44,6616,575,6581,4198,63.79,2021,2407,36.57,2639,63.53,0.0,75.44,3.51,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,MS,DCM,0.8-5
TOPAZ_MSD1_E010,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,14142731,3202,5948940,1147222,0,66.17,4536,1064,7713,4213,54.62,1491,1782,23.1,2456,41.57,0.39,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E011,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas commoda,14631117,2302,10093007,5321075,0,64.22,7260,551,8352,4998,59.84,2124,2593,31.05,2802,63.92,0.0,81.62,0.43,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,MS,DCM,0.8-5
TOPAZ_MSD1_E012,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,33981689,7561,14906778,3173737,0,62.77,4631,2455,20804,9248,44.45,1867,2865,13.77,2990,54.9,0.39,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E013,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,14737941,3825,3712977,287316,0,55.03,3837,1415,6554,3218,49.1,914,1141,17.41,1777,28.24,0.0,,,,MS,DCM,0.8-5
TOPAZ_MSD1_E014,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,15026060,4088,3070541,110599,0,68.3,3621,1551,9129,4748,52.01,1588,2200,24.1,2349,49.02,5.1,54.27,10.68,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,MS,DCM,0.8-5
TOPAZ_MSD1_E015,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',2622779,752,355779,0,0,60.11,3373,300,1796,1156,64.37,600,634,35.3,1054,25.88,0.0,,,,MS,DCM,0.8-5
